order_id,customer_id,order_date,category,product,price,quantity,total_price,state,region,payment_method
5261,N62520,06-08-2023 15:45,Books,Cookbook,1542.8,3,4628.4,Rajasthan,North,Credit Card
7579,S86085,24-08-2023 19:20,Groceries,Vegetables,1804.66,2,3609.32,Karnataka,South,Credit Card
9394,S14922,09-08-2023 05:50,Home Goods,Pillow,1408.63,1,1408.63,Karnataka,South,PayPal
3668,N86550,26-12-2024 13:27,Apparel,T-shirt,1804.32,1,1804.32,Uttar Pradesh,North,Debit Card
8313,S12655,06-01-2023 16:08,Home Goods,Pillow,1481.61,5,7408.05,Tamil Nadu,South,Debit Card
6999,E97400,31-01-2023 06:29,Books,Kids' Book,1729.8,4,6919.2,West Bengal,East,Credit Card
5991,N77384,19-10-2024 22:47,Home Goods,Pillow,1673.13,4,6692.52,Uttar Pradesh,North,UPI
1726,E74388,21-08-2023 13:59,Electronics,Smartphone,1455.86,2,2911.72,West Bengal,East,Credit Card
7254,W38052,23-10-2023 04:22,Groceries,Eggs,350.37,2,700.74,Maharashtra,West,Debit Card
7504,E63311,07-05-2024 16:13,Apparel,Jacket,1183.99,1,1183.99,West Bengal,East,Debit Card
4951,N04485,15-09-2024 18:13,Electronics,Headphones,1283.9,3,3851.7,Rajasthan,North,Debit Card
1809,N29437,14-10-2023 14:07,Home Goods,Pillow,1707.75,5,8538.75,Uttar Pradesh,North,Bank Transfer
5023,E92548,21-02-2023 11:27,Beauty,Perfume,428.25,3,1284.75,Bihar,East,Debit Card
9527,S63307,17-04-2024 04:15,Apparel,Jeans,1643.67,1,1643.67,Andhra Pradesh,South,Debit Card
6837,E09441,27-09-2023 13:06,Books,Cookbook,1925.69,3,5777.07,West Bengal,East,UPI
6839,U84159,31-03-2024 16:52,Apparel,Dress,1344,4,5376,N/A,Unknown,UPI
3840,N56548,04-05-2023 19:31,Beauty,Shampoo,1229.04,1,1229.04,Rajasthan,North,UPI
666,E37517,10-02-2023 10:58,Books,Science Textbook,1196.1,5,5980.5,West Bengal,East,Debit Card
2204,E56987,17-09-2024 16:59,Electronics,Tablet,1115.86,2,2231.72,West Bengal,East,Debit Card
4267,N44656,18-08-2023 07:13,Beauty,Perfume,156.02,1,156.02,Uttar Pradesh,North,UPI
9337,W96280,30-05-2024 04:37,Home Goods,Desk Lamp,797.35,5,3986.75,Madhya Pradesh,West,Bank Transfer
5417,U12797,03-11-2024 22:28,Groceries,Eggs,772.3,1,772.3,Punjab,Unknown,Credit Card
4364,N82495,22-11-2023 05:49,Beauty,Moisturizer,1528.41,4,6113.64,Rajasthan,North,UPI
4846,E74526,11-02-2024 04:46,Electronics,Headphones,1982.13,5,9910.65,Bihar,East,PayPal
5855,E16391,01-08-2023 07:25,Books,Cookbook,290.4,2,580.8,West Bengal,East,Bank Transfer
1207,W81117,28-03-2024 12:42,Groceries,Fruits,1206.29,1,1206.29,Maharashtra,West,PayPal
4292,E88130,19-01-2024 01:01,Beauty,Moisturizer,1024.94,2,2049.88,Bihar,East,Bank Transfer
4567,N94985,03-01-2024 05:17,Apparel,Jacket,1380.91,3,4142.73,Rajasthan,North,Credit Card
3839,U93495,17-02-2024 11:32,Beauty,Lipstick,1855.87,2,3711.74,Punjab,Unknown,PayPal
3825,W91386,09-05-2023 13:31,Beauty,Moisturizer,1254.33,4,5017.32,Madhya Pradesh,West,Credit Card
7252,N59825,02-03-2023 00:08,Apparel,Sneakers,1813.67,5,9068.35,Rajasthan,North,Bank Transfer
9919,N59878,05-10-2024 13:30,Books,Cookbook,717.47,1,717.47,Uttar Pradesh,North,Credit Card
6506,E83351,15-02-2024 19:10,Groceries,Fruits,1562.65,5,7813.25,Bihar,East,PayPal
7320,W60115,06-03-2023 04:00,Electronics,Smartphone,1111.8,2,2223.6,Madhya Pradesh,West,Debit Card
2152,N91620,03-04-2023 01:32,Groceries,Fruits,567.36,1,567.36,Uttar Pradesh,North,Debit Card
4890,E56723,07-12-2024 14:51,Books,Biography,1207.11,4,4828.44,West Bengal,East,PayPal
334,S35013,11-11-2023 02:48,Beauty,Perfume,387.02,5,1935.1,Andhra Pradesh,South,Bank Transfer
8811,S90362,20-08-2024 16:28,Beauty,Shampoo,981.13,4,3924.52,Tamil Nadu,South,Credit Card
3340,S66386,09-02-2023 21:09,Electronics,Smartphone,1146.85,2,2293.7,Karnataka,South,Credit Card
4418,N71096,23-11-2024 06:06,Home Goods,Vacuum Cleaner,1192.13,1,1192.13,Rajasthan,North,UPI
9884,E24960,14-07-2024 07:16,Apparel,Sneakers,178.31,4,713.24,West Bengal,East,PayPal
6377,S01575,04-03-2023 19:16,Books,Cookbook,1861.45,4,7445.8,Karnataka,South,Credit Card
9548,S02832,28-08-2024 20:14,Home Goods,Desk Lamp,732.23,3,2196.69,Andhra Pradesh,South,Debit Card
4069,S38339,28-06-2023 10:51,Home Goods,Blender,772.93,2,1545.86,Tamil Nadu,South,Bank Transfer
4647,N61511,25-07-2023 05:36,Books,Fiction Novel,748.62,3,2245.86,Uttar Pradesh,North,UPI
3955,W52464,26-01-2023 09:22,Beauty,Sunscreen,261.06,4,1044.24,Madhya Pradesh,West,Credit Card
9191,W80943,14-07-2024 20:01,Books,Cookbook,727.85,4,2911.4,Maharashtra,West,Debit Card
8254,S74394,17-04-2023 13:46,Home Goods,Desk Lamp,814.15,4,3256.6,Tamil Nadu,South,Credit Card
2733,S28030,02-07-2023 05:53,Groceries,Milk,1560.24,3,4680.72,Andhra Pradesh,South,Credit Card
8783,S16279,12-11-2023 20:20,Home Goods,Vacuum Cleaner,492.84,1,492.84,Karnataka,South,Debit Card
5156,U73413,27-07-2024 03:09,Beauty,Sunscreen,598.26,3,1794.78,Punjab,Unknown,Credit Card
1086,S20957,30-04-2024 15:20,Electronics,Laptop,454.55,4,1818.2,Andhra Pradesh,South,Bank Transfer
2582,E96432,23-09-2023 21:18,Books,Cookbook,1197.18,1,1197.18,West Bengal,East,PayPal
3991,S65358,24-01-2023 10:09,Groceries,Bread,255.35,4,1021.4,Karnataka,South,Bank Transfer
8368,N94989,03-04-2023 03:46,Groceries,Fruits,1797.68,1,1797.68,Uttar Pradesh,North,PayPal
4250,E31251,02-07-2024 22:09,Beauty,Shampoo,1218.28,3,3654.84,West Bengal,East,PayPal
5331,N12550,07-08-2023 13:59,Electronics,Laptop,606.27,1,606.27,Rajasthan,North,UPI
7291,S70957,10-03-2024 10:03,Electronics,Headphones,508.26,1,508.26,Andhra Pradesh,South,Credit Card
9096,S12093,28-12-2024 01:53,Books,Biography,1126.34,1,1126.34,Karnataka,South,Credit Card
8302,N78286,17-05-2024 13:26,Books,Fiction Novel,208.27,2,416.54,Rajasthan,North,Debit Card
5982,E87907,11-11-2024 08:57,Electronics,Smartphone,696.22,2,1392.44,West Bengal,East,Debit Card
2199,E52537,04-04-2024 17:16,Beauty,Shampoo,308.89,4,1235.56,Bihar,East,Debit Card
4558,E64676,29-12-2023 13:16,Books,Cookbook,1700.43,1,1700.43,Bihar,East,Bank Transfer
9654,S99445,04-09-2023 16:32,Groceries,Milk,474.45,2,948.9,Karnataka,South,Credit Card
5833,S13995,11-07-2024 21:11,Books,Biography,985.4,1,985.4,Tamil Nadu,South,Credit Card
3409,W36597,18-08-2023 13:32,Apparel,Jacket,1496.18,1,1496.18,Madhya Pradesh,West,Bank Transfer
7439,U55242,01-02-2024 23:52,Books,Kids' Book,,,1156.22,,Unknown,
2263,E14458,25-10-2024 18:00,Books,Kids' Book,1502.21,3,4506.63,Bihar,East,Debit Card
4153,E03596,11-09-2024 07:33,Beauty,Shampoo,298.24,1,298.24,West Bengal,East,Debit Card
9678,W07898,02-02-2023 07:03,Electronics,Laptop,348.42,1,348.42,Maharashtra,West,Bank Transfer
1349,E93557,18-05-2023 19:56,Home Goods,Pillow,1934.01,3,5802.03,Bihar,East,Bank Transfer
2678,E57625,07-01-2024 03:12,Electronics,Smartwatch,1531.58,1,1531.58,Bihar,East,UPI
7954,N29971,11-11-2024 05:51,Home Goods,Desk Lamp,1384.79,5,6923.95,Uttar Pradesh,North,Credit Card
7023,E97883,23-11-2024 21:22,Apparel,Dress,525.3,3,1575.9,Bihar,East,Bank Transfer
939,N49073,13-01-2023 05:30,Books,Fiction Novel,158.19,3,474.57,Rajasthan,North,UPI
1980,N13729,23-01-2024 00:59,Electronics,Smartwatch,1095.32,3,3285.96,Uttar Pradesh,North,PayPal
3700,S42974,10-01-2023 15:45,Books,Cookbook,597.72,2,1195.44,Andhra Pradesh,South,Credit Card
7404,E67993,16-08-2023 13:49,Beauty,Sunscreen,1505.82,1,1505.82,Bihar,East,PayPal
5177,S34025,13-06-2024 00:17,Groceries,Milk,1487.88,2,2975.76,Andhra Pradesh,South,Bank Transfer
4575,W58670,27-03-2024 05:31,Apparel,Jeans,849.71,4,3398.84,Maharashtra,West,Credit Card
9185,U23875,26-06-2024 09:47,Home Goods,Coffee Maker,365.74,2,731.48,Telangana,Unknown,Credit Card
5294,W23573,25-05-2024 07:28,Groceries,Vegetables,1997.94,4,7991.76,Madhya Pradesh,West,Bank Transfer
6010,S42096,07-02-2024 04:45,Beauty,Perfume,542.78,5,2713.9,Andhra Pradesh,South,UPI
906,N67880,26-09-2024 20:23,Apparel,Sneakers,125.06,4,500.24,Uttar Pradesh,North,PayPal
250,N59868,21-11-2024 14:35,Books,Kids' Book,388.69,1,388.69,Rajasthan,North,PayPal
7671,E36061,15-10-2023 07:01,Electronics,Laptop,310.64,2,621.28,Bihar,East,UPI
3592,N48084,04-05-2024 05:33,Beauty,Shampoo,1504.32,4,6017.28,Uttar Pradesh,North,Debit Card
3241,S72581,04-03-2024 06:19,Beauty,Lipstick,298.73,4,1194.92,Karnataka,South,Credit Card
2022,S32786,21-12-2023 08:13,Home Goods,Blender,456.23,1,456.23,Tamil Nadu,South,PayPal
3210,E72567,14-05-2024 01:26,Groceries,Eggs,223.18,1,223.18,Bihar,East,UPI
8754,E24754,17-06-2023 22:02,Groceries,Bread,1375.65,5,6878.25,West Bengal,East,Bank Transfer
1146,W85811,26-08-2024 09:41,Beauty,Perfume,395.32,1,395.32,Maharashtra,West,UPI
7921,W04556,06-10-2023 12:18,Electronics,Headphones,436.84,2,873.68,Gujarat,West,Credit Card
3440,S62908,21-05-2024 22:06,Electronics,Smartwatch,180.88,2,361.76,Andhra Pradesh,South,Debit Card
9817,S00348,04-08-2023 08:27,Apparel,Jeans,321.35,4,1285.4,Karnataka,South,UPI
2969,N85436,23-02-2023 03:02,Groceries,Milk,1526.84,3,4580.52,Uttar Pradesh,North,Bank Transfer
7393,E51654,05-10-2023 17:39,Home Goods,Blender,1835.75,5,9178.75,Bihar,East,Debit Card
8887,E94262,04-06-2024 19:58,Apparel,Sneakers,548.08,4,2192.32,West Bengal,East,Bank Transfer
1762,S37557,09-07-2024 15:13,Groceries,Eggs,456.18,3,1368.54,Tamil Nadu,South,Bank Transfer
3033,S43378,27-10-2023 13:27,Home Goods,Blender,,,2311.58,,South,
2961,W55190,13-05-2024 16:25,Apparel,Jacket,947.88,5,4739.4,Maharashtra,West,PayPal
7006,E82225,29-04-2024 21:52,Groceries,Bread,873.82,1,873.82,West Bengal,East,Credit Card
2943,S19616,17-07-2024 07:49,Electronics,Smartphone,1565.01,3,4695.03,Karnataka,South,Credit Card
3279,W70788,14-02-2023 17:23,Home Goods,Vacuum Cleaner,929.25,4,3717,Maharashtra,West,Credit Card
1321,W75397,21-10-2024 07:06,Electronics,Smartwatch,771.98,5,3859.9,Maharashtra,West,Credit Card
2804,S33164,16-07-2023 13:55,Books,Biography,1947.71,2,3895.42,Andhra Pradesh,South,Credit Card
5116,W98006,08-10-2023 01:18,Electronics,Laptop,159.11,5,795.55,Maharashtra,West,Bank Transfer
1172,W18565,24-12-2024 12:10,Groceries,Bread,304.08,3,912.24,Madhya Pradesh,West,PayPal
2745,N47329,20-11-2023 08:28,Beauty,Sunscreen,1230.32,3,3690.96,Uttar Pradesh,North,PayPal
4083,S93432,20-05-2023 18:30,Groceries,Fruits,1519.02,1,1519.02,Andhra Pradesh,South,Credit Card
631,E41264,29-11-2024 15:56,Books,Kids' Book,1749.5,2,3499,West Bengal,East,UPI
9405,S17863,30-03-2024 13:53,Home Goods,Coffee Maker,1621.77,5,8108.85,Karnataka,South,UPI
9066,W74783,02-03-2023 23:00,Books,Biography,151.57,4,606.28,Gujarat,West,PayPal
7782,S56605,26-03-2023 16:10,Beauty,Shampoo,184.98,5,924.9,Karnataka,South,PayPal
5110,W06065,17-12-2023 15:48,Groceries,Vegetables,756.6,3,2269.8,Madhya Pradesh,West,Credit Card
5273,W03854,13-06-2024 19:33,Books,Fiction Novel,,,221.92,,West,
617,N84438,16-11-2024 02:13,Home Goods,Pillow,340.62,1,340.62,Uttar Pradesh,North,UPI
2959,S65909,09-07-2023 16:46,Beauty,Perfume,768.09,3,2304.27,Tamil Nadu,South,UPI
9805,W14007,12-03-2024 06:27,Apparel,T-shirt,405.61,1,405.61,Madhya Pradesh,West,Credit Card
7087,W65733,19-12-2023 10:07,Books,Fiction Novel,1795.66,1,1795.66,Gujarat,West,PayPal
1278,N68459,30-05-2024 08:34,Beauty,Moisturizer,1285.14,5,6425.7,Uttar Pradesh,North,PayPal
5860,W71464,17-08-2024 10:18,Books,Fiction Novel,505.13,1,505.13,Maharashtra,West,UPI
6419,S68171,27-03-2024 19:56,Groceries,Milk,1230.16,1,1230.16,Karnataka,South,UPI
2079,S74400,19-12-2024 09:53,Home Goods,Coffee Maker,283.83,3,851.49,Tamil Nadu,South,UPI
4145,E55053,04-07-2023 18:25,Groceries,Vegetables,1653.44,4,6613.76,Bihar,East,PayPal
8654,W77233,26-05-2024 05:56,Groceries,Eggs,1190.12,5,5950.6,Madhya Pradesh,West,PayPal
311,E93713,01-11-2023 17:26,Groceries,Eggs,504.27,2,1008.54,Bihar,East,Credit Card
1678,U98654,06-07-2023 14:22,Books,Science Textbook,893.44,2,1786.88,N/A,Unknown,UPI
2297,N56527,17-06-2023 21:07,Apparel,Sneakers,1263.52,1,1263.52,Rajasthan,North,Debit Card
1987,E29390,22-01-2024 03:46,Beauty,Lipstick,157.3,4,629.2,Bihar,East,PayPal
4346,E04932,12-12-2023 18:39,Apparel,T-shirt,267.71,4,1070.84,West Bengal,East,Debit Card
6905,S33472,09-06-2023 01:24,Home Goods,Blender,1009.28,4,4037.12,Karnataka,South,PayPal
2267,N08707,25-10-2023 13:06,Beauty,Sunscreen,1978.43,1,1978.43,Uttar Pradesh,North,PayPal
6287,E81166,26-07-2024 01:15,Beauty,Sunscreen,1131.82,2,2263.64,Bihar,East,Debit Card
8184,N07339,08-03-2023 09:03,Books,Biography,382.39,2,764.78,Uttar Pradesh,North,Credit Card
2550,N98505,22-10-2024 16:09,Books,Cookbook,589.2,1,589.2,Uttar Pradesh,North,PayPal
1947,N94124,09-10-2024 01:58,Beauty,Perfume,212.73,3,638.19,Uttar Pradesh,North,UPI
7160,E78688,08-08-2024 00:13,Home Goods,Coffee Maker,283.94,1,283.94,Bihar,East,Credit Card
8977,S84157,24-07-2024 21:24,Books,Fiction Novel,1954.67,3,5864.01,Andhra Pradesh,South,Debit Card
778,N81305,05-06-2024 10:52,Groceries,Vegetables,411.31,4,1645.24,Uttar Pradesh,North,Debit Card
4801,W09081,25-11-2023 17:36,Groceries,Eggs,1091.18,2,2182.36,Madhya Pradesh,West,Debit Card
4044,N38326,12-10-2023 00:13,Books,Science Textbook,876.69,1,876.69,Uttar Pradesh,North,Debit Card
3705,S11776,20-09-2024 23:42,Groceries,Vegetables,1302.66,3,3907.98,Karnataka,South,Credit Card
7920,E03039,29-03-2024 06:18,Electronics,Smartwatch,210.94,1,210.94,Bihar,East,Bank Transfer
7740,N91923,26-01-2024 17:59,Beauty,Sunscreen,967.7,4,3870.8,Rajasthan,North,PayPal
7867,E34178,25-01-2024 11:02,Books,Cookbook,900.76,1,900.76,Bihar,East,PayPal
483,S34502,17-10-2023 20:41,Books,Biography,1067.02,3,3201.06,Tamil Nadu,South,Credit Card
1922,W25789,13-07-2023 11:11,Groceries,Bread,1375.73,2,2751.46,Madhya Pradesh,West,Debit Card
6363,E84776,19-07-2024 12:19,Electronics,Headphones,1362.61,4,5450.44,Bihar,East,Debit Card
4037,N04249,08-06-2023 20:53,Books,Kids' Book,1827.1,4,7308.4,Uttar Pradesh,North,Debit Card
6305,W68989,26-07-2024 04:45,Electronics,Smartphone,774.87,3,2324.61,Madhya Pradesh,West,PayPal
5791,W50916,16-01-2023 18:26,Apparel,T-shirt,315.81,5,1579.05,Gujarat,West,Bank Transfer
5758,S07278,18-08-2024 12:03,Beauty,Lipstick,1242.39,3,3727.17,Karnataka,South,PayPal
7633,E99651,24-03-2024 00:19,Books,Kids' Book,214.89,3,644.67,West Bengal,East,PayPal
1217,W20187,16-05-2024 09:17,Beauty,Shampoo,1735.6,1,1735.6,Maharashtra,West,UPI
511,E04232,11-12-2024 07:10,Apparel,Sneakers,,,1125.2,,East,
9767,W69659,03-05-2024 19:56,Apparel,T-shirt,577.57,5,2887.85,Maharashtra,West,Debit Card
7184,S35357,26-07-2023 20:37,Beauty,Lipstick,392.91,1,392.91,Andhra Pradesh,South,Credit Card
6086,E20954,07-09-2023 09:12,Books,Biography,812.46,4,3249.84,West Bengal,East,UPI
2193,W31615,04-03-2024 09:47,Beauty,Shampoo,330.99,1,330.99,Madhya Pradesh,West,Credit Card
304,N98661,05-08-2023 20:35,Books,Fiction Novel,1819.67,4,7278.68,Uttar Pradesh,North,PayPal
7887,W08805,11-01-2024 06:25,Apparel,T-shirt,1263.81,1,1263.81,Madhya Pradesh,West,Credit Card
1037,N69682,24-01-2023 06:35,Groceries,Fruits,242.71,4,970.84,Uttar Pradesh,North,Debit Card
116,E23190,16-05-2023 09:46,Home Goods,Pillow,1832.07,3,5496.21,West Bengal,East,Credit Card
1386,S21606,11-08-2024 12:34,Beauty,Lipstick,220.73,1,220.73,Tamil Nadu,South,PayPal
7246,S40174,14-03-2024 07:00,Electronics,Smartphone,757.71,2,1515.42,Karnataka,South,Debit Card
4583,N55392,15-10-2024 17:05,Home Goods,Vacuum Cleaner,1164.03,5,5820.15,Rajasthan,North,Debit Card
297,S74909,05-03-2024 15:44,Home Goods,Blender,124.75,4,499,Tamil Nadu,South,UPI
599,W14732,27-09-2024 05:01,Beauty,Perfume,1567.43,5,7837.15,Madhya Pradesh,West,Bank Transfer
644,N93824,02-09-2023 04:25,Groceries,Eggs,1524.05,1,1524.05,Uttar Pradesh,North,Debit Card
8984,E44673,15-09-2024 16:09,Apparel,Jeans,1101.44,1,1101.44,Bihar,East,PayPal
8821,W95195,26-03-2024 08:36,Home Goods,Coffee Maker,308.47,3,925.41,Madhya Pradesh,West,PayPal
6393,S09477,23-09-2024 12:01,Beauty,Shampoo,1378.68,4,5514.72,Karnataka,South,Debit Card
6572,S97014,28-07-2024 13:27,Books,Cookbook,1841.96,3,5525.88,Karnataka,South,Debit Card
9379,E16463,01-04-2024 09:44,Electronics,Tablet,1604.67,2,3209.34,Bihar,East,UPI
6845,N77469,22-04-2023 06:02,Home Goods,Desk Lamp,1826.83,5,9134.15,Uttar Pradesh,North,Credit Card
4240,W22985,18-12-2024 23:09,Beauty,Shampoo,1546.63,2,3093.26,Maharashtra,West,Bank Transfer
6092,W41670,21-08-2023 00:22,Electronics,Smartphone,1300.42,5,6502.1,Madhya Pradesh,West,PayPal
5646,N17595,28-08-2023 04:35,Beauty,Sunscreen,181.45,5,907.25,Uttar Pradesh,North,Bank Transfer
5660,W41986,14-05-2023 20:21,Apparel,Jeans,344.11,3,1032.33,Maharashtra,West,Debit Card
175,E43759,18-03-2024 05:42,Apparel,Jeans,510.84,1,510.84,West Bengal,East,UPI
8370,S54658,09-05-2024 02:47,Apparel,Jacket,1522.71,5,7613.55,Tamil Nadu,South,UPI
5157,E56549,28-06-2024 12:12,Groceries,Eggs,1776.75,5,8883.75,West Bengal,East,Credit Card
5290,E50783,01-07-2023 05:28,Groceries,Bread,146.23,3,438.69,West Bengal,East,Debit Card
261,N61406,31-03-2024 22:39,Apparel,Dress,1667.6,1,1667.6,Rajasthan,North,Bank Transfer
7511,W94249,08-09-2024 15:11,Apparel,Jacket,1936.47,4,7745.88,Maharashtra,West,Debit Card
6082,S04670,25-05-2024 07:42,Home Goods,Blender,1957.43,5,9787.15,Karnataka,South,UPI
8935,W76077,01-12-2024 06:39,Groceries,Fruits,1530.22,1,1530.22,Maharashtra,West,PayPal
3188,N08234,25-03-2024 13:28,Books,Cookbook,1232.74,4,4930.96,Rajasthan,North,Bank Transfer
1614,S31052,14-03-2024 01:49,Groceries,Bread,513.57,1,513.57,Karnataka,South,Credit Card
4208,E91081,05-08-2024 07:02,Electronics,Smartphone,949.79,4,3799.16,West Bengal,East,Debit Card
774,W36154,28-09-2023 05:31,Beauty,Shampoo,1005.28,4,4021.12,Maharashtra,West,PayPal
9892,W14930,11-03-2023 09:43,Beauty,Lipstick,685.05,4,2740.2,Madhya Pradesh,West,UPI
4795,S38253,08-03-2024 07:16,Books,Kids' Book,249.82,5,1249.1,Tamil Nadu,South,Credit Card
6227,N67569,09-01-2024 12:11,Electronics,Smartwatch,105.98,5,529.9,Rajasthan,North,UPI
4412,W78406,26-09-2024 17:56,Apparel,Jeans,618.03,5,3090.15,Gujarat,West,PayPal
5351,N85445,09-04-2023 20:38,Electronics,Smartphone,632.21,5,3161.05,Uttar Pradesh,North,Credit Card
6799,W42359,07-07-2024 16:47,Books,Biography,1699.42,5,8497.1,Maharashtra,West,Credit Card
6501,W60276,28-01-2023 21:54,Beauty,Sunscreen,439.34,5,2196.7,Gujarat,West,Debit Card
2160,N23021,26-04-2024 01:04,Home Goods,Blender,343.75,3,1031.25,Rajasthan,North,Bank Transfer
9338,S66949,04-11-2024 06:19,Books,Kids' Book,112.8,5,564,Tamil Nadu,South,Credit Card
6441,N06420,10-11-2023 23:14,Groceries,Bread,1447.07,1,1447.07,Rajasthan,North,Bank Transfer
2072,N42293,13-12-2023 13:03,Electronics,Headphones,497.46,3,1492.38,Rajasthan,North,PayPal
6950,S72936,09-07-2023 18:24,Electronics,Smartphone,1711.71,5,8558.55,Karnataka,South,Debit Card
4744,S98672,30-10-2023 08:39,Apparel,Jacket,1520.5,4,6082,Andhra Pradesh,South,Bank Transfer
2011,W90491,09-11-2024 07:23,Electronics,Smartwatch,659.03,2,1318.06,Madhya Pradesh,West,UPI
709,U66124,05-03-2024 02:21,Home Goods,Desk Lamp,948.09,5,4740.45,Kerala,Unknown,UPI
2045,N49296,10-06-2024 18:34,Apparel,T-shirt,441.96,2,883.92,Uttar Pradesh,North,Bank Transfer
168,E79618,07-01-2024 09:41,Groceries,Milk,1069.67,5,5348.35,Bihar,East,Debit Card
4180,S72435,25-03-2023 19:11,Groceries,Milk,1400.76,2,2801.52,Tamil Nadu,South,Bank Transfer
4298,N41774,02-09-2024 07:11,Beauty,Moisturizer,769,4,3076,Uttar Pradesh,North,Credit Card
2777,N80773,15-11-2024 22:03,Groceries,Milk,1467.13,4,5868.52,Uttar Pradesh,North,Debit Card
1357,S22600,02-06-2023 02:01,Books,Kids' Book,1364.35,3,4093.05,Tamil Nadu,South,Bank Transfer
1431,N05213,15-10-2023 18:56,Books,Fiction Novel,602.9,3,1808.7,Uttar Pradesh,North,Credit Card
9081,N02802,18-02-2023 09:46,Apparel,T-shirt,1303.14,5,6515.7,Rajasthan,North,UPI
7784,S45035,30-01-2023 16:37,Electronics,Laptop,1511.76,2,3023.52,Karnataka,South,UPI
1773,E48696,08-02-2023 10:12,Apparel,Dress,537.94,2,1075.88,West Bengal,East,Credit Card
9524,E99497,06-05-2023 22:03,Electronics,Laptop,1802.71,5,9013.55,Bihar,East,PayPal
8567,N06029,26-12-2024 23:19,Groceries,Vegetables,468.51,2,937.02,Rajasthan,North,PayPal
2947,W19389,01-07-2023 18:28,Electronics,Smartphone,282.59,5,1412.95,Madhya Pradesh,West,PayPal
3961,W01944,01-10-2023 14:05,Groceries,Bread,1056.43,4,4225.72,Maharashtra,West,PayPal
5579,S28107,03-10-2024 16:37,Books,Kids' Book,1755.31,2,3510.62,Andhra Pradesh,South,UPI
3296,S02287,08-05-2024 00:38,Home Goods,Pillow,798.61,4,3194.44,Karnataka,South,Credit Card
9837,W81015,10-09-2023 01:56,Home Goods,Desk Lamp,511.81,3,1535.43,Madhya Pradesh,West,Credit Card
8114,S72922,26-06-2023 21:26,Apparel,Sneakers,784.1,4,3136.4,Karnataka,South,Bank Transfer
3976,W04280,12-12-2024 08:49,Apparel,Jacket,694.22,1,694.22,Gujarat,West,UPI
9775,N12857,16-03-2023 16:30,Beauty,Moisturizer,1614.38,4,6457.52,Uttar Pradesh,North,Credit Card
266,E90288,29-09-2024 19:55,Electronics,Tablet,674.29,2,1348.58,Bihar,East,UPI
6694,S57483,20-07-2023 17:17,Home Goods,Coffee Maker,1242.77,3,3728.31,Tamil Nadu,South,UPI
1790,W51090,26-10-2023 20:45,Home Goods,Blender,596.95,3,1790.85,Madhya Pradesh,West,Credit Card
9791,E25335,13-12-2024 18:48,Electronics,Headphones,659.8,3,1979.4,Bihar,East,Debit Card
2288,E71842,18-05-2023 22:52,Home Goods,Coffee Maker,749.07,2,1498.14,West Bengal,East,Bank Transfer
9965,S99619,26-02-2023 08:57,Groceries,Fruits,303.54,5,1517.7,Karnataka,South,Credit Card
8633,N54816,11-01-2024 03:05,Beauty,Sunscreen,1112.09,4,4448.36,Uttar Pradesh,North,UPI
2997,W95042,20-10-2023 05:57,Books,Biography,319.06,3,957.18,Madhya Pradesh,West,PayPal
6,W98860,01-09-2024 00:16,Beauty,Perfume,810.82,2,1621.64,Madhya Pradesh,West,Bank Transfer
8635,N81023,06-11-2024 22:13,Apparel,T-shirt,526.18,1,526.18,Rajasthan,North,PayPal
3253,E63057,03-02-2024 21:29,Groceries,Milk,449.65,3,1348.95,West Bengal,East,Debit Card
4073,W26139,02-03-2023 15:55,Home Goods,Vacuum Cleaner,1338.85,1,1338.85,Gujarat,West,Debit Card
7412,N47438,18-12-2024 03:25,Books,Fiction Novel,1004.1,3,3012.3,Uttar Pradesh,North,Bank Transfer
8504,N39389,20-04-2023 20:42,Groceries,Milk,880.97,1,880.97,Rajasthan,North,UPI
8661,N39602,13-07-2023 08:30,Books,Fiction Novel,1091.71,1,1091.71,Uttar Pradesh,North,UPI
279,S06915,10-12-2023 23:46,Beauty,Perfume,887.85,1,887.85,Tamil Nadu,South,Bank Transfer
9853,N50940,02-07-2024 06:23,Groceries,Fruits,680.97,4,2723.88,Rajasthan,North,UPI
8258,E85824,22-11-2023 06:31,Electronics,Smartphone,677.65,2,1355.3,Bihar,East,UPI
6182,N87220,02-03-2024 06:40,Groceries,Bread,1709.62,1,1709.62,Rajasthan,North,UPI
8828,S81660,20-08-2023 15:25,Home Goods,Blender,103.66,2,207.32,Andhra Pradesh,South,Bank Transfer
9643,S26179,14-08-2024 05:30,Groceries,Bread,950.29,5,4751.45,Karnataka,South,Bank Transfer
1047,S72290,13-02-2023 07:38,Electronics,Smartwatch,888.93,5,4444.65,Tamil Nadu,South,UPI
5880,W83461,09-07-2023 05:50,Books,Biography,153.38,1,153.38,Madhya Pradesh,West,Debit Card
2004,N71871,12-04-2024 10:21,Electronics,Smartwatch,1665.68,4,6662.72,Uttar Pradesh,North,Credit Card
8361,S89957,16-11-2024 12:22,Home Goods,Desk Lamp,717.72,2,1435.44,Karnataka,South,Debit Card
6930,S60263,08-10-2023 08:34,Apparel,T-shirt,1905.26,2,3810.52,Tamil Nadu,South,UPI
6593,N11332,09-01-2024 12:16,Home Goods,Coffee Maker,1857.6,5,9288,Uttar Pradesh,North,Bank Transfer
